drugname,pt,A,drug_reports,reaction_reports,B,C,D,A_adj,B_adj,C_adj,D_adj,PRR,ROR,ChiSquare,ROR_Lower95,ROR_Upper95,Signal
CELECOXIB,GRIP STRENGTH,22,826,36,804,14,384438,22,804.0,14.0,384438,731.4029747492218,751.3891257995735,2052.514546484205,383.09086451721737,1473.76424410787,🔴 Strong
CELECOXIB,INTERNATIONAL NORMALISED RATIO FLUCTUATION,11,826,18,815,7,384445,11,815.0,7.0,384445,731.4029747492218,741.2611744084137,3120.375467574144,286.63688502663734,1916.948436815027,🔴 Strong
MYFORTIC,URINE PROTEIN/CREATININE RATIO INCREASED,6,79,46,73,40,385159,6,73.0,40.0,385159,731.3905063291139,791.422602739726,3805.9772307345697,325.58006707140896,1923.796323777848,🔴 Strong
ZOLGENSMA,BLOOD BILIRUBIN DECREASED,3,79,23,76,20,385179,3,76.0,20.0,385179,731.3905063291139,760.2217105263157,1902.87500558116,221.2829292905961,2611.756139564619,🔴 Strong
CHLORAMPHENICOL,MYASTHENIA GRAVIS,11,14,425,3,414,384850,11,3.0,414.0,384850,731.1773636991028,3408.4943639291464,7821.99300801799,947.4447064519852,12262.281640100688,🔴 Strong
PROPYLENE GLYCOL,MYASTHENIA GRAVIS,11,14,425,3,414,384850,11,3.0,414.0,384850,731.1773636991028,3408.4943639291464,7821.99300801799,947.4447064519852,12262.281640100688,🔴 Strong
TYLENOL REGULAR STRENGTH,AUTISM SPECTRUM DISORDER,11,14,425,3,414,384850,11,3.0,414.0,384850,731.1773636991028,3408.4943639291464,7821.99300801799,947.4447064519852,12262.281640100688,🔴 Strong
DESLORATADINE,SMALL FOR DATES BABY,4,31,72,27,68,385179,4,27.0,68.0,385179,731.0189753320683,839.1699346405229,2754.591625114134,285.9332590378881,2462.834094830736,🔴 Strong
ACETAZOLAMIDE,SECONDARY ADRENOCORTICAL INSUFFICIENCY,6,62,57,56,51,385165,6,56.0,51.0,385165,730.9601518026565,809.1701680672269,3913.951419821551,333.77174443184487,1961.6890039763175,🔴 Strong
FOSAMAX,CARDIAC SEPTAL DEFECT,13,684,23,671,10,384584,13,671.0,10.0,384584,730.9535087719298,745.0956780923995,-3793.3729323619928,325.58449845074085,1705.141283303347,🟢 Weak
IVABRADINE,LIPOPROTEIN (A) INCREASED,4,68,35,64,31,385179,4,64.0,31.0,385179,730.9487666034156,776.570564516129,2582.800822120443,266.437853940471,2263.4240321108373,🔴 Strong
CANDESARTAN CILEXETIL\HYDROCHLOROTHIAZIDE,OBSTRUCTIVE AIRWAYS DISORDER,17,28,337,11,320,384930,17,11.0,320.0,384930,730.9430803571428,1859.0369318181815,-1405.1762281144308,863.9422645882006,4000.288509454128,🟢 Weak
AMVUTTRA,VITAMIN A DECREASED,3,316,8,313,5,384957,3,313.0,5.0,384957,730.9405063291139,737.9367412140575,1366.7943949849523,175.59709332943535,3101.1369477056146,🔴 Strong
PYRILAMINE MALEATE,HAEMOPTYSIS,10,10,512,0,502,384766,10,0.5,502.0,384766,730.9201290077784,15329.322709163347,7515.155995509944,894.1417954720927,262808.5790325921,🔴 Strong
FINACEA,BREAST CANCER STAGE II,15,85,108,70,93,385100,15,70.0,93.0,385100,730.9165085388994,887.3271889400921,-4126.14759109034,490.125570008559,1606.4241255941338,🟢 Weak
LUMRYZ,TERMINAL INSOMNIA,6,102,37,96,31,385145,6,96.0,31.0,385145,730.8842504743832,776.5020161290323,3664.47962137367,316.7200914499881,1903.7484432769609,🔴 Strong
ALENDRONATE SODIUM\CHOLECALCIFEROL,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,40,155,176,115,136,384987,40,115.0,136.0,384987,730.7836812144212,984.6214833759592,-260.22445714977346,661.9167909196954,1464.6545892549989,🟢 Weak
LEVOMILNACIPRAN,DISLOCATION OF VERTEBRA,25,69,216,44,191,385018,25,44.0,191.0,385018,730.7250170726155,1145.3415040456923,-569.9825208519233,687.1017826635436,1909.188993520641,🟢 Weak
COD LIVER OIL,DRUG TOLERANCE,4,19,115,15,111,385148,4,15.0,111.0,385148,730.6951161688003,925.2804804804804,2814.2420913837573,302.3422434639813,2831.7047520360247,🔴 Strong
PHYTONADIONE,RESPIRATORY SYMPTOM,12,37,183,25,171,385070,12,25.0,171.0,385070,730.66097676624,1080.898245614035,8174.457213445216,534.3661914414345,2186.405195695369,🔴 Strong
ACETAMINOPHEN\OPIUM,BRADYPNOEA,4,37,61,33,57,385184,4,33.0,57.0,385184,730.66097676624,819.1047315257841,2723.956108385391,281.04938977572345,2387.2407684049017,🔴 Strong
TRIAMCINOLONE HEXACETONIDE,QUALITY OF LIFE DECREASED,3,7,229,4,226,385045,3,4.0,226.0,385045,730.6024020227559,1277.804203539823,2158.4591659200146,284.36356258857194,5741.887489806189,🔴 Strong
HEPARIN CALCIUM,ULCER,14,23,335,9,321,384934,14,9.0,321.0,384934,730.5390762562644,1865.3776393215649,-6361.852611633386,801.6676060016515,4340.494378506449,🟢 Weak
AMLODIPINE MESYLATE,ORTHOSTATIC HYPOTENSION,5,9,298,4,293,384976,5,4.0,293.0,384976,730.5062571103526,1642.3890784982934,3584.193975988373,438.8329794462008,6146.853157150123,🔴 Strong
BETAMETHASONE,SLEEP DISORDER THERAPY,9,226,30,217,21,385031,9,217.0,21.0,385031,730.1871049304677,760.4298880842659,4587.944633208573,344.3782552450996,1679.123480895437,🔴 Strong
BIOFLAVONOIDS,SPINAL FUSION SURGERY,13,70,111,57,98,385110,13,57.0,98.0,385110,729.9860058309038,896.2459720730398,-7643.39898822884,475.36844593319967,1689.756333911199,🟢 Weak
ALLOPURINOL SODIUM,TROPONIN INCREASED,4,8,268,4,264,385006,4,4.0,264.0,385006,729.6780303030303,1458.3560606060605,2869.2699255686875,362.8147560584746,5861.951213372511,🔴 Strong
BISMUTH,TROPONIN INCREASED,4,8,268,4,264,385006,4,4.0,264.0,385006,729.6780303030303,1458.3560606060605,2869.2699255686875,362.8147560584746,5861.951213372511,🔴 Strong
CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE,VASCULITIS,4,8,268,4,264,385006,4,4.0,264.0,385006,729.6780303030303,1458.3560606060605,2869.2699255686875,362.8147560584746,5861.951213372511,🔴 Strong
SODIUM,TROPONIN INCREASED,4,8,268,4,264,385006,4,4.0,264.0,385006,729.6780303030303,1458.3560606060605,2869.2699255686875,362.8147560584746,5861.951213372511,🔴 Strong
ONEALFA,DRUG TOLERANCE DECREASED,3,11,147,8,144,385123,3,8.0,144.0,385123,729.6723484848484,1002.9244791666666,2139.285933592242,263.4150188656179,3818.52756628456,🔴 Strong
MACROBID,PNEUMONIA VIRAL,3,16,102,13,99,385163,3,13.0,99.0,385163,729.6628787878789,897.8158508158508,2119.348163293485,251.94114626815053,3199.4507999826897,🔴 Strong
OXYBATE,FEELING OF DESPAIR,6,33,102,27,96,385149,6,27.0,96.0,385149,729.6306818181819,891.5486111111111,4110.069117368849,359.96286528135647,2208.1692381042367,🔴 Strong
PRAZEPAM,CHOLECYSTITIS INFECTIVE,6,48,72,42,66,385164,6,42.0,66.0,385164,729.6022727272727,833.6883116883117,4002.5680304482303,342.7730776519176,2027.68608843752,🔴 Strong
GLATIRAMER ACETATE,WRONG DEVICE USED,3,72,25,69,22,385184,3,69.0,22.0,385184,729.5568181818181,761.2332015810276,1920.8782609883424,222.6895650242375,2602.1694690823592,🔴 Strong
LIRAGLUTIDE,FORCED EXPIRATORY VOLUME DECREASED,18,99,114,81,96,385083,18,81.0,96.0,385083,729.5056818181819,891.3958333333334,13.53531738016298,515.0515091933646,1542.7321685329111,🔴 Strong
ASCORBIC ACID,ANTIPHOSPHOLIPID ANTIBODIES,3,99,19,96,16,385163,3,96.0,16.0,385163,729.5056818181819,752.271484375,1838.0031951618305,215.68812584527012,2623.7530878716007,🔴 Strong
BISACODYL,BENIGN PROSTATIC HYPERPLASIA,17,102,105,85,88,385088,17,85.0,88.0,385088,729.4999999999999,875.2,-1241.5569516443793,499.3711918078427,1533.8791115021834,🟢 Weak
ROPINIROLE,POLYP,11,37,168,26,157,385084,11,26.0,157.0,385084,729.4975038733,1037.7079862812348,7481.777637666691,504.0329347342818,2136.4434555443227,🔴 Strong
TAMSULOSIN HYDROCHLORIDE,GENITAL PAIN,6,144,28,138,22,385112,6,138.0,22.0,385112,729.4204545454545,761.0909090909091,3429.523560124135,303.9150369017669,1905.9911539949817,🔴 Strong
PALIPERIDONE,SCHIZOAFFECTIVE DISORDER,10,176,40,166,30,385072,10,166.0,30.0,385072,729.3598484848485,773.2369477911647,5455.77557144907,372.0018385670901,1607.2376946641534,🔴 Strong
CALCIUM GLUCONATE,EOSINOPHILIC MYOCARDITIS,9,216,31,207,22,385040,9,207.0,22.0,385040,729.2840909090909,760.9486166007905,4645.616421717865,346.2445530083962,1672.352076229242,🔴 Strong
ACETAMINOPHEN,HEPATIC ARTERY THROMBOSIS,4,4182,4,4178,0,381096,4,4178.0,0.5,381096,729.0224772835965,729.7194830062231,364.5145448331695,38.57105426568108,13805.44384944795,🔴 Strong
PSEUDOEPHEDRINE HYDROCHLORIDE\TRIPROLIDINE HYDROCHLORIDE,BREAST CANCER STAGE III,4,7,306,3,302,384969,4,3.0,302.0,384969,728.9895931882686,1699.6423841059602,2872.2324784026605,378.7787879367479,7626.573413957357,🔴 Strong
POMALIDOMIDE,PLASMACYTOSIS,5,440,11,435,6,384832,5,435.0,6.0,384832,728.8598484848485,737.2260536398468,1982.4053824412304,224.15476991232623,2424.674051674039,🔴 Strong
DEXTROSE\SODIUM CHLORIDE,LUNG OPACITY,9,35,145,26,136,385107,9,26.0,136.0,385107,728.4006302521008,980.1931561085972,6134.143434983023,450.9299763617209,2130.660354483572,🔴 Strong
VITAMIN D NOS,NORMOCHROMIC NORMOCYTIC ANAEMIA,3,23,72,20,69,385186,3,20.0,69.0,385186,728.2703213610586,837.3608695652174,2088.42140173483,243.2309369609881,2882.7468850785167,🔴 Strong
ARIPIPRAZOLE,ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,3,792,5,789,2,384484,3,789.0,2.0,384484,728.1931818181819,730.958174904943,871.4447753945974,121.96892737856712,4380.622712225758,🔴 Strong
ASTRAZENECA COVID-19 VACCINE,PAIN OF SKIN,26,38,388,12,362,384878,26,12.0,362.0,384878,728.1360860715324,2303.597605893186,756.3259715498411,1153.4164909014355,4600.733535316075,🔴 Strong
"SODIUM PHOSPHATE, MONOBASIC",CARDIOVASCULAR DISORDER,12,29,231,17,219,385030,12,17.0,219.0,385030,727.9149740198394,1241.0314262691377,8263.431373232723,585.7682800683746,2629.297374736362,🔴 Strong
NAFRONYL,CARDIO-RESPIRATORY ARREST,3,4,400,1,397,384877,3,1.0,397.0,384877,727.8476070528967,2908.390428211587,2163.46147112556,301.8719873053209,28020.933503702014,🔴 Strong
FELODIPINE,VASOPLEGIA SYNDROME,10,79,77,69,67,385132,10,69.0,67.0,385132,727.7517475911582,833.0780878217607,6316.257035090043,411.5850084371692,1686.210834170135,🔴 Strong
ACETAMINOPHEN\OPIUM,MIOSIS,13,37,199,24,186,385055,13,24.0,186.0,385055,727.714763150247,1121.3519265232974,-8065.614703122005,562.3870134935634,2235.8804754510943,🟢 Weak
".ALPHA.-TOCOPHEROL ACETATE, DL-",EXOSTOSIS,9,16,307,7,298,384964,9,7.0,298.0,384964,727.214345637584,1660.9185043144776,6340.650328043735,614.5373384869686,4488.987251395044,🔴 Strong
ACTIFED (PSEUDOEPHEDRINE HYDROCHLORIDE\TRIPROLIDINE HYDROCHLORIDE),EXOSTOSIS,9,16,307,7,298,384964,9,7.0,298.0,384964,727.214345637584,1660.9185043144776,6340.650328043735,614.5373384869686,4488.987251395044,🔴 Strong
ELIQUIS,SPIROMETRY ABNORMAL,33,1583,44,1550,11,383684,33,1550.0,11.0,383684,727.1541377132028,742.6141935483871,607.9914342510984,374.6421537531753,1472.0069136236318,🔴 Strong
HYDROCORTISONE SODIUM PHOSPHATE,ANTI-CYCLIC CITRULLINATED PEPTIDE ANTIBODY POSITIVE,8,9,479,1,471,384798,8,1.0,471.0,384798,727.0941259731069,6535.847133757962,5710.983000362944,815.8252304615086,52360.84416228119,🔴 Strong
CALCIUM CARBONATE\ERGOCALCIFEROL\RETINOL,TROPONIN INCREASED,3,6,268,3,265,385007,3,3.0,265.0,385007,726.9283018867925,1452.856603773585,2151.941273095076,291.9047959038728,7231.098429172844,🔴 Strong
AMINOSALICYLATE CALCIUM,DISLOCATION OF VERTEBRA,4,10,216,6,212,385056,4,6.0,212.0,385056,726.9207547169813,1210.867924528302,2847.587040457189,339.2621059972648,4321.735627801882,🔴 Strong
ACETAMINOPHEN\ASPIRIN\CAFFEINE,BLADDER DISORDER,3,10,162,7,159,385109,3,7.0,159.0,385109,726.9207547169812,1038.0296495956873,2135.390819206147,266.03954795646865,4050.170591990533,🔴 Strong
ERYTHROPOIETIN,GINGIVAL HYPERTROPHY,3,30,56,27,53,385195,3,27.0,53.0,385195,726.8830188679245,807.5366876310272,2058.4531014288173,237.7359719956124,2743.024105254572,🔴 Strong
BUPIVACAINE,OVERLAP SYNDROME,17,143,80,126,63,385072,17,126.0,63.0,385072,726.7504717504718,824.6691861929958,-1164.5471847036674,469.4456556432661,1448.6858243992644,🟢 Weak
FENOTEROL\IPRATROPIUM,ASCITES,12,12,521,0,509,384757,12,0.5,509.0,384757,726.6313555992142,18141.783889980357,8862.241477451484,1070.2219898869469,307529.02278294414,🔴 Strong
POTASSIUM CHLORATE,ASCITES,12,12,521,0,509,384757,12,0.5,509.0,384757,726.6313555992142,18141.783889980357,8862.241477451484,1070.2219898869469,307529.02278294414,🔴 Strong
IMDUR,TRANSIENT ISCHAEMIC ATTACK,24,25,533,1,509,384744,24,1.0,509.0,384744,726.6068369351669,18141.170923379173,-2048.886481785887,2449.488727004365,134355.41827283186,🟢 Weak
PREDNICARBATE,EXOSTOSIS,4,7,307,3,303,384968,4,3.0,303.0,384968,726.5836869401226,1694.028602860286,2862.85806530881,377.532991132194,7601.277172367511,🔴 Strong
PSEUDOEPHEDRINE\TRIPROLIDINE,EXOSTOSIS,4,7,307,3,303,384968,4,3.0,303.0,384968,726.5836869401226,1694.028602860286,2862.85806530881,377.532991132194,7601.277172367511,🔴 Strong
TREOSULFAN,DERMATITIS EXFOLIATIVE,4,101,25,97,21,385156,4,97.0,21.0,385156,726.4064120697784,756.3200785468827,2434.168118877797,254.88967455409173,2244.186871099679,🔴 Strong
TAKHZYRO,BODY HEIGHT INCREASED,22,162,94,140,72,385044,22,140.0,72.0,385044,726.3847736625514,840.3738095238095,4043.511799334636,506.9701832056425,1393.036835555065,🔴 Strong
CYPROTERONE ACETATE,PARTIAL SEIZURES,5,26,107,21,102,385150,5,21.0,102.0,385150,726.342383107089,899.0429505135387,3453.4386974283984,332.58091948228605,2430.320501026637,🔴 Strong
MAGNESIUM ASPARTATE,EOSINOPHILIA,9,14,350,5,341,384923,9,5.0,341.0,384923,726.3041474654378,2031.8516129032255,6356.899555644543,677.4407553147702,6094.143206573377,🔴 Strong
SECUKINUMAB,LUNG ADENOCARCINOMA STAGE IV,5,241,16,236,11,385026,5,236.0,11.0,385026,726.2108638249716,741.575500770416,2489.582966405643,255.6874300362191,2150.806644131834,🔴 Strong
METAMIZOLE SODIUM,BLOOD CALCIUM INCREASED,15,46,188,31,173,385059,15,31.0,173.0,385059,726.122141241518,1076.9876934551555,-4378.5988968002985,571.1748443053176,2030.731050952656,🟢 Weak
PSEUDOEPHEDRINE\TRIPROLIDINE,GRIP STRENGTH DECREASED,5,7,384,2,379,384892,5,2.0,379.0,384892,726.1044101017716,2538.8654353562006,3576.9517193745933,491.0412977864499,13126.87492458054,🔴 Strong
SULFAMETHOXAZOLE\TRIMETHOPRIM,VAGINAL FLATULENCE,12,636,22,624,10,384632,12,624.0,10.0,384632,725.7396226415094,739.6769230769231,3947.9036165103366,318.4055124872311,1718.3180851948518,🔴 Strong
FLUPENTIXOL DECANOATE,DYSTONIA,4,9,240,5,236,385033,4,5.0,236.0,385033,725.5536723163842,1305.1966101694916,2847.7571432312056,348.31995892105505,4890.728043476925,🔴 Strong
ACTOS,RESPIRATORY SYMPTOM,6,18,183,12,177,385083,6,12.0,177.0,385083,725.5367231638418,1087.8050847457628,4200.888589712798,403.7923038981328,2930.516235636971,🔴 Strong
DILAUDID,FEMALE GENITAL TRACT FISTULA,10,90,69,80,59,385129,10,80.0,59.0,385129,725.4011299435028,815.9512711864406,6186.723641692604,403.0893799930875,1651.6844898324691,🔴 Strong
CALCIUM PANTOTHENATE,FOREIGN BODY IN THROAT,7,26,150,19,143,385109,7,19.0,143.0,385109,725.3265196342119,992.1836584468164,4828.888202300592,410.7325883106945,2396.762370713687,🔴 Strong
EXEMESTANE,METASTASES TO PANCREAS,3,177,12,174,9,385092,3,174.0,9.0,385092,725.2372881355932,737.7241379310345,1627.3376863525905,198.04184734691805,2748.0904211761176,🔴 Strong
LATANOPROST\NETARSUDIL MESYLATE,MACULAR OEDEMA,4,17,129,13,125,385136,4,13.0,125.0,385136,725.1971764705883,948.027076923077,2804.034031545721,304.9283719513156,2947.43100757711,🔴 Strong
AMPICILLIN SODIUM\SULBACTAM SODIUM,HEPATOCELLULAR INJURY,4,25,89,21,85,385168,4,21.0,85.0,385168,725.1821176470588,863.121568627451,2763.3618123868387,290.13733328897007,2567.6766026105647,🔴 Strong
PERIOGARD,SWOLLEN JOINT COUNT,10,295,28,285,18,384965,10,285.0,18.0,384965,725.015065913371,750.4191033138402,4648.300676270954,343.40868211600133,1639.8211808405194,🔴 Strong
BETAMETHASONE,AORTIC STENOSIS,20,226,67,206,47,385005,20,206.0,47.0,385005,725.0084729806063,795.300557736005,1932.170800759389,463.0850866831646,1365.84613783503,🔴 Strong
DIPYRIDAMOLE,BLADDER DISORDER,7,24,162,17,155,385099,7,17.0,155.0,385099,724.9403225806452,1023.0333965844402,4843.961129675667,418.359073658627,2501.6723585660784,🔴 Strong
ARSENIC TRIOXIDE,GUILLAIN-BARRE SYNDROME,7,30,131,23,124,385124,7,23.0,124.0,385124,724.9290322580645,945.2552594670408,4791.73305402398,398.3254690004473,2243.159363603483,🔴 Strong
COBAMAMIDE,X-RAY ABNORMAL,3,11,148,8,145,385122,3,8.0,145.0,385122,724.6401253918496,996.005172413793,2124.79631573977,261.6156853674442,3791.9221169086686,🔴 Strong
TRIPROLIDINE HYDROCHLORIDE,X-RAY ABNORMAL,3,11,148,8,145,385122,3,8.0,145.0,385122,724.6401253918496,996.005172413793,2124.79631573977,261.6156853674442,3791.9221169086686,🔴 Strong
COMPLERA,BONE DENSITY DECREASED,22,34,366,12,344,384900,22,12.0,344.0,384900,724.6381668946649,2051.308139534884,4959.824796516038,1007.2168047783656,4177.715327384743,🔴 Strong
METRONIDAZOLE,BACTEROIDES INFECTION,12,531,24,519,12,384735,12,519.0,12.0,384735,724.5706214689264,741.3005780346821,4335.702092092275,331.49786819327096,1657.7076347114464,🔴 Strong
INSULIN DEGLUDEC,ACTIVATED PARTIAL THROMBOPLASTIN TIME PROLONGED,9,55,96,46,87,385136,9,46.0,87.0,385136,724.5573667711599,866.1229385307346,5894.838600829468,411.3166361362841,1823.8234944636567,🔴 Strong
INSULIN DEGLUDEC,HYPERPHOSPHATAEMIA,9,55,96,46,87,385136,9,46.0,87.0,385136,724.5573667711599,866.1229385307346,5894.838600829468,411.3166361362841,1823.8234944636567,🔴 Strong
TUMS,CAPILLARITIS,9,184,35,175,26,385068,9,175.0,26.0,385068,724.4661371237459,761.672967032967,4830.650235533103,351.8286075624171,1648.944105848131,🔴 Strong
ZENHALE,ARTERIOSCLEROSIS,27,97,175,70,148,385033,27,70.0,148.0,385033,724.4279047088326,1003.4643822393822,1851.6102055488004,625.6863327802606,1609.337960042512,🔴 Strong
BICALUTAMIDE,PROSTATE CANCER METASTATIC,7,73,58,66,51,385154,7,66.0,51.0,385154,724.2640343808756,800.9738562091503,4446.337512949088,350.65002437895816,1829.628044278143,🔴 Strong
DEXTROSE\HEPARIN SODIUM,CARDIOVASCULAR DISORDER,3,7,231,4,228,385043,3,4.0,228.0,385043,724.1936090225563,1266.5888157894738,2139.7304143548176,281.88166671104017,5691.208112259074,🔴 Strong
FENOTEROL,CARDIOVASCULAR DISORDER,3,7,231,4,228,385043,3,4.0,228.0,385043,724.1936090225563,1266.5888157894738,2139.7304143548176,281.88166671104017,5691.208112259074,🔴 Strong
SODIUM PHOSPHATE,LUNG OPACITY,5,19,145,14,140,385119,5,14.0,140.0,385119,724.171052631579,982.4464285714286,3487.6622664148795,349.1688499848575,2764.2814788736546,🔴 Strong
KENALOG,CHRONIC SINUSITIS,8,32,141,24,133,385113,8,24.0,133.0,385113,724.1466165413534,965.1954887218044,5451.395536141595,425.944107314142,2187.1468942798347,🔴 Strong
TROPATEPINE HYDROCHLORIDE,COLITIS ISCHAEMIC,11,44,144,33,133,385101,11,33.0,133.0,385101,724.124060150376,965.1654135338346,7339.337013399817,477.7378831038927,1949.9066505457683,🔴 Strong
SITAGLIPTIN PHOSPHATE,GANGRENE,7,49,83,42,76,385153,7,42.0,76.0,385153,724.1146616541353,844.6337719298245,4629.50015553067,367.8756206942891,1939.25927284335,🔴 Strong
DEXLANSOPRAZOLE,BLOOD PHOSPHORUS INCREASED,10,70,86,60,76,385132,10,60.0,76.0,385132,724.0751879699247,844.5877192982456,6382.566460338092,416.81000669582966,1711.3994485021308,🔴 Strong
ETONOGESTREL,IMPLANT SITE PAIN,3,114,17,111,14,385150,3,111.0,14.0,385150,723.9924812030074,743.5328185328185,1783.828252088918,210.74279623399408,2623.2975082171797,🔴 Strong
VIMIZIM,KNEE DEFORMITY,3,114,17,111,14,385150,3,111.0,14.0,385150,723.9924812030074,743.5328185328185,1783.828252088918,210.74279623399408,2623.2975082171797,🔴 Strong
GLYCOPYRROLATE,JAUNDICE CHOLESTATIC,17,119,93,102,76,385083,17,102.0,76.0,385083,723.9830827067668,844.4802631578947,-1202.6178794399557,482.1180374408928,1479.1956730112147,🟢 Weak
MONTELUKAST SODIUM,PULMONARY VASCULITIS,15,228,50,213,35,385015,15,213.0,35.0,385015,723.7781954887218,774.6780684104627,-3329.2040717438927,416.8977376995532,1439.5043566023382,🟢 Weak
TAMSULOSIN,SERRATIA INFECTION,6,213,21,207,15,385050,6,207.0,15.0,385050,723.1267605633802,744.0579710144928,3090.717649156191,285.8859820299966,1936.5142015676545,🔴 Strong
TIOTROPIUM BROMIDE,MITE ALLERGY,9,94,60,85,51,385133,9,85.0,51.0,385133,723.1239048811013,799.5840830449827,5517.467696094186,381.5506477457456,1675.6221215614855,🔴 Strong
BIOFLAVONOIDS,HYPERCHOLESTEROLAEMIA,54,70,465,16,411,384797,54,16.0,411.0,384797,723.0181438998958,3159.829379562044,46.61202451339069,1793.743132336312,5566.305190497837,🔴 Strong
OCREVUS,UPPER MOTOR NEURONE LESION,4,1063,6,1059,2,384213,4,1059.0,2.0,384213,722.8880526810913,725.614730878187,961.2008836401502,132.75936982961656,3965.9478524427705,🔴 Strong
AMLODIPINE BESYLATE,REVERSIBLE AIRWAYS OBSTRUCTION,4,355,10,351,6,384917,4,351.0,6.0,384917,722.8600938967136,731.0864197530864,1730.112451057089,205.41558459525015,2601.98053716585,🔴 Strong
DESOGESTREL AND ETHINYL ESTRADIOL,PORPHYRIA ACUTE,3,13,126,10,123,385142,3,10.0,123.0,385142,722.8236397748593,939.3707317073172,2111.678164062443,255.4250977220257,3454.7011216127958,🔴 Strong
ATIVAN,PORPHYRIA ACUTE,23,119,126,96,103,385056,23,96.0,103.0,385056,722.7426776535857,895.6601941747573,-3031.134980944529,546.3411329300367,1468.3265364387153,🟢 Weak
OMNARIS,ARTERIOSCLEROSIS,26,93,175,67,149,385036,26,67.0,149.0,385036,722.7256982030742,1002.7983572072524,680.0091983422825,620.2025705873891,1621.4130558426475,🔴 Strong
OSELTAMIVIR,HYPERPHOSPHATAEMIA,14,91,96,77,82,385105,14,77.0,82.0,385105,722.6772983114447,853.8913525498891,-5611.852737314428,464.32439027894657,1570.3039883850338,🟢 Weak
AFINITOR DISPERZ,ABDOMINAL PAIN LOWER,4,4,478,0,474,384800,4,0.5,474.0,384800,722.5016408813876,6494.514767932489,3220.1171136303515,342.86387526743096,123018.85708429944,🔴 Strong
DICLOFENAC POTASSIUM\METAXALONE,ABDOMINAL PAIN LOWER,4,4,478,0,474,384800,4,0.5,474.0,384800,722.5016408813876,6494.514767932489,3220.1171136303515,342.86387526743096,123018.85708429944,🔴 Strong
VALSARTAN,GASTRIC MUCOSA ERYTHEMA,5,333,13,328,8,384937,5,328.0,8.0,384937,722.4943693693693,733.4927591463414,2216.9848158683594,238.7012193786232,2253.91235587586,🔴 Strong
DEMEROL,FOETAL DEATH,25,136,123,111,98,385044,25,111.0,98.0,385044,722.4302220888355,884.9145063430777,-513.2446921421554,549.2420695270453,1425.7350756301705,🟢 Weak
FENOTEROL\IPRATROPIUM BROMIDE,CARDIOGENIC SHOCK,3,4,403,1,400,384874,3,1.0,400.0,384874,722.38875,2886.555,2147.328386846264,299.6104112784795,27810.114249602822,🔴 Strong
CHLORMADINONE,VAGINAL DISCHARGE,3,10,163,7,160,385108,3,7.0,160.0,385108,722.3774999999999,1031.5392857142858,2122.2589982522904,264.3907768926249,4024.6233642411935,🔴 Strong
LOCOID,VAGINAL DISCHARGE,3,10,163,7,160,385108,3,7.0,160.0,385108,722.3774999999999,1031.5392857142858,2122.2589982522904,264.3907768926249,4024.6233642411935,🔴 Strong
ALBUTEROL SULFATE\IPRATROPIUM BROMIDE,AORTIC STENOSIS,3,25,67,22,64,385189,3,22.0,64.0,385189,722.349375,820.7151988636364,2064.6477863589544,239.66617987404737,2810.4651144344325,🔴 Strong
CLIOQUINOL\FLUMETHASONE,ANTIPHOSPHOLIPID ANTIBODIES,3,100,19,97,16,385162,3,97.0,16.0,385162,722.20875,744.514175257732,1819.567966950228,213.499233922155,2596.268600016651,🔴 Strong
LEVETIRACETAM,ANTICONVULSANT DRUG LEVEL DECREASED,6,1064,9,1058,3,384211,6,1058.0,3.0,384211,722.2067669172932,726.296786389414,1440.4499516837493,181.40216987954864,2907.942183215648,🔴 Strong
LEVETIRACETAM,MENINGIOMA SURGERY,4,1064,6,1060,2,384212,4,1060.0,2.0,384212,722.2067669172932,724.9283018867925,960.2924902151318,132.63391355101808,3962.192088031277,🔴 Strong
IOBITRIDOL,OBSTRUCTIVE AIRWAYS DISORDER,11,18,337,7,326,384934,11,7.0,326.0,384934,722.1983640081801,1855.510078878177,7670.318369428622,714.8441976275758,4816.318946484913,🔴 Strong
CILAZAPRIL ANHYDROUS,DIPLOPIA,10,11,495,1,485,384782,10,1.0,485.0,384782,722.1499531396438,7933.649484536082,7065.105412717313,1013.6114957391457,62097.55355781612,🔴 Strong
LEDIPASVIR,DIPLOPIA,10,11,495,1,485,384782,10,1.0,485.0,384782,722.1499531396438,7933.649484536082,7065.105412717313,1013.6114957391457,62097.55355781612,🔴 Strong
DIPROSONE,BENIGN PROSTATIC HYPERPLASIA,8,44,105,36,97,385137,8,36.0,97.0,385137,722.0880974695408,882.3298969072165,5323.254923505023,399.8272442475073,1947.1060518686809,🔴 Strong
EMPAGLIFLOZIN,STARVATION KETOACIDOSIS,3,200,11,197,8,385070,3,197.0,8.0,385070,722.02125,733.001269035533,1571.003329787112,193.03850089045432,2783.335230688537,🔴 Strong
VITAMIN K1,GOUT,17,24,395,7,378,384876,17,7.0,378.0,384876,721.9265873015873,2472.748299319728,-1399.008309044387,1019.5450453182144,5997.267290804391,🟢 Weak
